text,true_label,pred_label
nhà hàng tổng quát Thì chắc ngày nào mình cũng ghé quán quá.,2,2
"vị trí tổng quát Vị trí:quán nằm ngay góc đường số 6, hướng đi chợ cây Da Sà tỉnh lộ 10.",1,1
nhà hàng tổng quát Sẽ quay lại mua tiếp :))).,2,2
thức ăn giá tiền Mình gọi cơm kèm thịt hun khói( như hình) là 120k nha.,1,1
thức ăn chất lượng Hải sản ko được tươi lắm nhưng đẹp mắt.,0,2
thức ăn loại Hải sản ko được tươi lắm nhưng đẹp mắt.,2,2
thức ăn chất lượng Thata vọng nhất là nem nướng.,0,0
nhà hàng tổng quát TỆ hết sức trong những lần mình ăn.,0,0
thức ăn chất lượng 👍 món mỳ làm béo ngậy ngon không chê vào đâu đc.,2,2
"đồ uống chất lượng Uống khoẻ ngon, cực thích luôn đó !",2,2
"phục vụ tổng quát Đợt mình vô là buổi sáng quán khá vắng, nhân viên 3 người mà ngồi nói chuyện và cười giỡn vô cùng lớn tiếng làm mình cảm thấy rất khó chịu, không phải chỉ mình mà bàn kế bên cũng nhìn vô khi nge tiếng ồn như v.",0,0
đồ uống chất lượng Đồ uống cũng rất ngon.,2,2
"không gian tổng quát Chi nhánh này hơi chật chội, view ngồi ngay sát đường.",0,0
nhà hàng điều khoản khác Menu làm hơi xấu và rối 🤔.,0,0
nhà hàng tổng quát Các bạn đi qua lấy quan đông nhất Nguyễn Thái học mà người ta đứng xếp hàng dài tận xuống đường thì chính là quán bún cá chấm này nhé 👌.,2,1
vị trí tổng quát Các bạn đi qua lấy quan đông nhất Nguyễn Thái học mà người ta đứng xếp hàng dài tận xuống đường thì chính là quán bún cá chấm này nhé 👌.,1,1
phục vụ tổng quát Nhưng nhiều lúc k đặt bàn trc thì đồ ăn ra rất chậm 😂.,0,0
phục vụ tổng quát Chị chủ và cả bạn nhân viên cũng rất vui vẻ.,2,2
"thức ăn loại Salad tôm 65k có tôm khá nhiều, tôm dai ngon, salad nêm vừa miệng lắm.",2,2
"thức ăn chất lượng Salad tôm 65k có tôm khá nhiều, tôm dai ngon, salad nêm vừa miệng lắm.",2,2
"thức ăn giá tiền Salad tôm 65k có tôm khá nhiều, tôm dai ngon, salad nêm vừa miệng lắm.",1,1
thức ăn chất lượng Phá lâu dạo này dai quá nhai k nỗi 😂😂.,0,2
thức ăn loại điểm cộng là quán có menu phong phú vừa đồ ăn vặt.,2,2
thức ăn giá tiền Giá mình hay ăn là 60k / bát.,1,1
nhà hàng giá tiền Giá cả thiệt hại 410k.,1,1
nhà hàng tổng quát Mình cũng gắn bó rất lâu với Dunkin Donut và gần như thử cũng gần hết các loại bánh rồi.,2,2
đồ uống chất lượng ✅Trà sữa uống cho vui thôi chứ không ngon đâu 😂.,1,1
thức ăn giá tiền Khoai tây chiên 15k: không quá nhiều dùng ăn kèm món bò cho đỡ ngán.,1,1
thức ăn loại Khoai tây chiên 15k: không quá nhiều dùng ăn kèm món bò cho đỡ ngán.,1,1
thức ăn chất lượng Bò ngon nhưng màu k đẹp mắt lắm nếu như k có màu salat vớt lại.,2,2
thức ăn loại Bò ngon nhưng màu k đẹp mắt lắm nếu như k có màu salat vớt lại.,0,0
"đồ uống chất lượng Trà cực thơm, dịu dịu.",2,2
không gian tổng quát Không gian:Quán xinh xắn kiểu dessert Hàn.,2,2
thức ăn chất lượng Salad có pha chút rượu ăn hơi đang đắng lạ lạ nha.,2,1
"nhà hàng giá tiền 🍭 Giá cả:vì là cửa hàng tiện lợi nên cái gì cũng có, giá cả lại khá hợp lý nên mình rất hay mua đồ ở các hệ thống của circle K 🖖🏻.",2,2
"nhà hàng tổng quát 🍭 Giá cả:vì là cửa hàng tiện lợi nên cái gì cũng có, giá cả lại khá hợp lý nên mình rất hay mua đồ ở các hệ thống của circle K 🖖🏻.",2,2
"thức ăn loại Băng chuyền ra thì mình thấy cũng ổn k phải rau không :))) có ngêu, cá, thịt heo ba chỉ, rong biển, phở, mì nhiều màu, nhiều loại rau, tôm.",2,2
nhà hàng tổng quát Thề k bao h ghé lại cái quán này nữa.,0,0
"vị trí tổng quát 🌈 Địa điểm nằm ngay ngã tư phố Huế, Trần Xuân Soạn.",1,1
"thức ăn loại Nhưng mà hôm đấy không phải thứ 5 nên thôi, mua ít ít tiện thể thử mấy cái munchkin nhỏ nhỏ xinh xinh.",2,0
nhà hàng tổng quát Lúc đầu rất thích quán nên cứ thèm trà sữa là ghé đây thôi.,2,2
"thức ăn chất lượng Đồ ăn tương xứng với giá tiền, ăn ngập mặt 👌.",2,2
"thức ăn loại Đồ ăn tương xứng với giá tiền, ăn ngập mặt 👌.",2,2
thức ăn loại Cá nhân thấy thích bánh su nhồi nhân ở trong hơn.,2,2
"phục vụ tổng quát Nhân viên thì dễ thương hết biết, nhiệt tình order lắm nên chắc sẽ quay lại dài :))).",2,2
"nhà hàng tổng quát Nhân viên thì dễ thương hết biết, nhiệt tình order lắm nên chắc sẽ quay lại dài :))).",2,2
"thức ăn giá tiền Mình gọi một phở bò tái viên, 1 nước mía hết 41k, ăn được.",1,1
"thức ăn chất lượng Mình gọi một phở bò tái viên, 1 nước mía hết 41k, ăn được.",1,1
đồ uống chất lượng Trà bá tước kem Cheese vị trà lạ.,2,0
"thức ăn giá tiền Lúc tính tiền mình hơi ngạc nhiên vì 1 tô như vậy mà đến 36k, chắc có tiền khăn ướt trong đó.",0,1
nhà hàng giá tiền Tổng thiệt hại hết khoảng 180 k / người.,1,1
nhà hàng tổng quát Ăn ở đây xong thì chả thích ăn chỗ nào nữa theo cá nhân mình là thế.,2,2
"nhà hàng giá tiền Hqua mình có order món ở đây đi, vì order Deli nên phải order trên 100k mà có 2 đứa nên tốn khá nhiều, bình quân cũng hết 150k do giá lên.",1,1
thức ăn loại Hy vọng có khuyến mãi cũng đừng có cắt bớt nguyên liệu như vậy.,0,2
"nhà hàng giá tiền Giá tiền:khá cao, 1 phần khoảng 45k nhưng chất lượng món ăn đem lại rất xứng đáng.",0,0
"thức ăn chất lượng Giá tiền:khá cao, 1 phần khoảng 45k nhưng chất lượng món ăn đem lại rất xứng đáng.",2,0
"đồ uống chất lượng Uống giải nhiệt cũng tốt vô cùng, siêu thanh mát, chua một cái tỉnh người nhe :)).",2,2
nhà hàng tổng quát Lần nào có dịp mình cũng gé quán.,2,2
nhà hàng điều khoản khác Bàn không lau dọn.,0,2
thức ăn chất lượng Khoai tây chiên khá mặn không được giòn cho lắm.,1,1
"không gian tổng quát View đẹp, không gian nhỏ nhưng khá đẹp.",2,2
"thức ăn loại Mình gọi oyster blade 300g, 1 salad grill beef, 2 ly vang đỏ.",1,1
đồ uống chất lượng Đồ uống khá ổn nhưng thật sự mình không thấy quá ngon như mọi người nói.,1,1
"đồ uống chất lượng Mình thấy hơi ngọt, vị nước traia cây bị gắt quá nên át hết vị trà.",0,0
"không gian tổng quát Bàn ghế nhỏ thôi nhưng phối hợp lý, nhìn tổng thể sang trọng.",2,1
"nhà hàng điều khoản khác Bàn ghế nhỏ thôi nhưng phối hợp lý, nhìn tổng thể sang trọng.",2,2
đồ uống loại Mình uống trà sữa Alisan Gong Cha size lớn thêm trân châu trắng.,1,1
"thức ăn chất lượng Sò lông nướng mỡ hành tươi và to, ăn với nước mắm chua ngọt.",2,2
"thức ăn loại Sò lông nướng mỡ hành tươi và to, ăn với nước mắm chua ngọt.",2,2
"thức ăn chất lượng Vốn thèm nên khá khó tính, tuy nhiên thật sự Cao Lầu tại đây tuyệt cú mèo !",2,2
đồ uống chất lượng Cuối cùng ra ly lài đắng nghét và không thể chấp nhận được.,0,0
nhà hàng tổng quát Phải dùng 2 từ xuất sắc cho cái quán bò ngon nơi này.,2,2
"phục vụ tổng quát Các bạn nhìn có vẻ lúng túng, hơi lộn xộn.",1,2
"nhà hàng tổng quát Chi nhánh lúc nào cũng đông nhưng ko ồn lắm đâu nhee, mỗi tội đông quá nên đứng đợi mỏi hết chân í :((((.",0,1
nhà hàng giá tiền Giá hơi cao nhưng chất lượng cũng tốt vừa miệng nên không có điều kiện uống thường xuyên.,0,0
nhà hàng tổng quát Giá hơi cao nhưng chất lượng cũng tốt vừa miệng nên không có điều kiện uống thường xuyên.,2,2
nhà hàng tổng quát Có dịp đi ngang sẽ ủng hộ típ.,1,2
phục vụ tổng quát Nhân viên tuyệt vời !,2,2
"phục vụ tổng quát Nhân viên rất thân thiện, nhanh nhẹn, không gian quán rộng rãi, sạch sẽ, đẹp.",2,2
"không gian tổng quát Nhân viên rất thân thiện, nhanh nhẹn, không gian quán rộng rãi, sạch sẽ, đẹp.",2,2
không gian tổng quát Nhiều góc không gian rất đẹp tiện cho chụp ảnh.,2,2
nhà hàng tổng quát Mình đi ăn ở quán nhiều lần và khá ưng ý.,2,2
thức ăn chất lượng Không nhớ rõ đã gọi pizza số mấy nhưng mình thích nhất vị bò có dứa ở trên.,2,2
"đồ uống chất lượng Vị trà đậm đà k quá ngọt vừa phải, vị kem muối rất ngon.",2,2
"thức ăn chất lượng Vị trà đậm đà k quá ngọt vừa phải, vị kem muối rất ngon.",2,2
nhà hàng tổng quát Nói chung là đắt nhưng chất lượng bình thường.,1,1
nhà hàng giá tiền Nói chung là đắt nhưng chất lượng bình thường.,0,0
"thức ăn chất lượng Nc nếu muốn ăn ngon + chụp đẹp + tám chuyện thì nên đến đây, còn để làm việc hay học tập thì nên cân nhắc nhé.",2,1
"không gian tổng quát Nc nếu muốn ăn ngon + chụp đẹp + tám chuyện thì nên đến đây, còn để làm việc hay học tập thì nên cân nhắc nhé.",1,1
đồ uống chất lượng + + + Chân trâu dẻo lắm nhé chứ không có có mềm nhão đâu ăn nhai ngon lắm.,2,2
"thức ăn chất lượng Cảm thấy rất ngon, bánh nóng hổi, giòn rụm, có kem đi kèm chấm ăn rất ngon :)).",2,2
"thức ăn loại Cảm thấy rất ngon, bánh nóng hổi, giòn rụm, có kem đi kèm chấm ăn rất ngon :)).",2,2
nhà hàng tổng quát Quán cũng khá đông.,2,1
"phục vụ tổng quát Nhân viên phục vụ khá nhanh nhẹn, thay vỉ thường xuyên.",2,2
"không gian tổng quát Không gian cũng khá rộng, đi chơi theo nhóm vào đây là sự lựa chọn đúng đắn.",2,2
"thức ăn loại Mình mua một bịch là 35k, cũng nhiều ớ.",2,2
"thức ăn giá tiền Mình mua một bịch là 35k, cũng nhiều ớ.",1,1
thức ăn chất lượng Cá nhân mình thấy súp bí hơi lỏng và vị chưa béo lắm.,1,0
thức ăn chất lượng Và ngon nhất của nem nướng là nước chấm.,2,2
phục vụ tổng quát Nhân viên đôi lúc hơi chậm một chút.,0,1
không gian tổng quát Tuy không gian không rộng nhưng sắp xếp gọn gàng.,1,1
đồ uống loại - Đồ uống:Trà Alisan kem phô mai size L( 53 k) + trân châu đen( 5 k).,1,1
đồ uống giá tiền - Đồ uống:Trà Alisan kem phô mai size L( 53 k) + trân châu đen( 5 k).,1,1
"thức ăn loại Ngon nè, phần này 2 người ăn vừa đủ, tôm cũng to và chắc thịt lắm.",2,2
"thức ăn chất lượng Ngon nè, phần này 2 người ăn vừa đủ, tôm cũng to và chắc thịt lắm.",2,2
"nhà hàng điều khoản khác Máy lạnh tốt, khá sạch.",2,2
nhà hàng tổng quát Goky 1 cái tên k hề xa lạ với giới trà sữa hiện nay.,2,2
"thức ăn loại Mình có gọi cơm nị, hạt cơm dài và ăn cùng cà ri khá là hợp.",2,2
"thức ăn loại - Bánh mì bơ tỏi:ăn kèm steak, hơi béo quá.",1,0
"thức ăn chất lượng - Bánh mì bơ tỏi:ăn kèm steak, hơi béo quá.",1,0
thức ăn chất lượng Ăn khá là hợp và ngon.,2,2
"thức ăn loại Quán hình như có mấy món khác như bún bò bún mắm nữa thì phải, vì mình mới đi lần đầu, nhưng ăn thấy ok nên chia sẻ lại, cũng được gọi là chất lượng đấy ạ.",2,1
"thức ăn chất lượng Quán hình như có mấy món khác như bún bò bún mắm nữa thì phải, vì mình mới đi lần đầu, nhưng ăn thấy ok nên chia sẻ lại, cũng được gọi là chất lượng đấy ạ.",2,2
thức ăn giá tiền Menu bò thì giá hơi chát.,0,0
phục vụ tổng quát Nhân viên nhiệt tình nhưng mà quán đông nên cũng phải chờ khá lâu nếu kêu thêm gì đó.,1,1
"thức ăn loại - Thức ăn rất ngon, nêm nếm vừa ăn, khẩu phần ăn nhiều.",2,2
"thức ăn chất lượng - Thức ăn rất ngon, nêm nếm vừa ăn, khẩu phần ăn nhiều.",2,2
thức ăn giá tiền Thích nhất ăn kem cây ở aeon rẻ mà ngon có 8 k mà những 3 vị :,2,2
thức ăn chất lượng Thích nhất ăn kem cây ở aeon rẻ mà ngon có 8 k mà những 3 vị :,2,2
thức ăn loại Thích nhất ăn kem cây ở aeon rẻ mà ngon có 8 k mà những 3 vị :,1,2
thức ăn chất lượng Mình thích ăn chín 100 nên cảm thấy ngon khi ăn chín nhất và không biết khi nào mới đi.,2,2
thức ăn chất lượng - Đầu bếp Ấn luôn nên yên tâm vì không sợ lạc cách nấu món Ấn hehe.,2,2
nhà hàng giá tiền Giá cả cũng xem xem mặt bằng chung nhưng Chất Lượng luôn ổn định.,1,2
nhà hàng tổng quát Giá cả cũng xem xem mặt bằng chung nhưng Chất Lượng luôn ổn định.,2,2
nhà hàng giá tiền Thiệt hại:465k / 2 người.,1,1
nhà hàng tổng quát Nhưng nói chung là hài lòng.,2,2
thức ăn chất lượng Ăn kèm với bún và rau rất ngon.,2,2
thức ăn loại Ăn kèm với bún và rau rất ngon.,2,2
"thức ăn chất lượng houjicha latte với kem float và houjicha xay:mình siêu thích hoijicha ở morico, thích còn hơn matcha, ngon mà thơm dã man,,,< 3 kem ngon, kem tươi phủ béo cũng ngon.",2,2
"thức ăn loại houjicha latte với kem float và houjicha xay:mình siêu thích hoijicha ở morico, thích còn hơn matcha, ngon mà thơm dã man,,,< 3 kem ngon, kem tươi phủ béo cũng ngon.",2,1
"không gian tổng quát Tuy nhiên bù lại không gian khá lạ, có nhiều kiểu ghế ngồi, ở đây tám với bạn bè coi bộ cũng vui.",2,2
"nhà hàng điều khoản khác Tuy nhiên bù lại không gian khá lạ, có nhiều kiểu ghế ngồi, ở đây tám với bạn bè coi bộ cũng vui.",2,2
"thức ăn chất lượng Món ăn theo mình chất lượng khá tốt, nhiều món rất ngon.",2,2
"thức ăn loại Món ăn theo mình chất lượng khá tốt, nhiều món rất ngon.",2,2
thức ăn loại Bọn mình gọi set combo 249 có cả lẩu và món thái :)) quá rẻ :))👍.,2,2
thức ăn giá tiền Bọn mình gọi set combo 249 có cả lẩu và món thái :)) quá rẻ :))👍.,2,2
nhà hàng giá tiền Giá cả:em nó giá hơi chát 1 tí.,0,0
thức ăn chất lượng Mình mê ẩm thực Thái vì vị chua chua cay cay rất hợp khẩu vị mình.,2,2
"thức ăn loại Set chỉ gồm từng ấy thứ, nước hay đĩa salad lẻ trong ảnh là tớ gọi ngoài chứ không tính trong combo nhé ^ ^.",1,2
"phục vụ tổng quát Không gian và thái độ phục vụ mình không có gì để bàn, vẫn ổn, nhưng điều đáng nói ở đây chỉ duy nhất về chất lượng đồ ăn mà thôi.",2,1
"không gian tổng quát Không gian và thái độ phục vụ mình không có gì để bàn, vẫn ổn, nhưng điều đáng nói ở đây chỉ duy nhất về chất lượng đồ ăn mà thôi.",2,1
"thức ăn chất lượng Không gian và thái độ phục vụ mình không có gì để bàn, vẫn ổn, nhưng điều đáng nói ở đây chỉ duy nhất về chất lượng đồ ăn mà thôi.",1,1
"thức ăn loại Nướng có thêm nạc vai, tuy nhiên thì ướp vẫn chưa đậm đà lắm, hình như bảo ướp rượu hay gì đó, mình nướng xong ăn không có cảm giác thấm vị.",1,1
"thức ăn chất lượng Nướng có thêm nạc vai, tuy nhiên thì ướp vẫn chưa đậm đà lắm, hình như bảo ướp rượu hay gì đó, mình nướng xong ăn không có cảm giác thấm vị.",0,1
"đồ uống chất lượng Vị yogurt ở Yogen Fruz chua nhẹ, ngon dẻo nhưng hơi mau tan chảy, mình ngồi khoảng 10 phút nhâm nhi là chảy ra toàn là nước thôi.",2,2
"đồ uống loại Vị yogurt ở Yogen Fruz chua nhẹ, ngon dẻo nhưng hơi mau tan chảy, mình ngồi khoảng 10 phút nhâm nhi là chảy ra toàn là nước thôi.",0,1
đồ uống giá tiền Size M giá coa 40k mà kèm cả kem cheese.,1,1
đồ uống loại Size M giá coa 40k mà kèm cả kem cheese.,2,1
"đồ uống chất lượng Uống cái việt quất gì đó ngon bá cháy, còn mấy món khác mình ko bít sao nhưng khuyên mn nên ún thử ciệt quất.",2,2
nhà hàng tổng quát Quán thích hợp tụ tập bạn bè.,2,2
phục vụ tổng quát Thích nhất ở đây là chất lượng phục vụ.,2,2
"vị trí tổng quát Cửa hàng tiện lợi này nằm trên phô đinh tiên hoàng nhìn thẳng ra hòi gươm, có chỗ ngồi trên tầng 2 mát mẻ, ban công nhìn ra hồ.",1,1
"không gian tổng quát Cửa hàng tiện lợi này nằm trên phô đinh tiên hoàng nhìn thẳng ra hòi gươm, có chỗ ngồi trên tầng 2 mát mẻ, ban công nhìn ra hồ.",2,2
thức ăn chất lượng Ăn hơn nửa miếng là ngán rồi.,0,1
"đồ uống chất lượng Trà thơm, dễ uống nhưng hơi nhạt vị.",1,1
"nhà hàng điều khoản khác Khuyến mãi nên chi nhánh nào cũng đông, hết chỗ ngồi 😭😭.",2,2
"thức ăn chất lượng Bếp nấu ăn hợp khẩu vị, nêm nếm vừa ăn mà vẫn ko mất đi độ tươi của hải sản.",2,2
"thức ăn chất lượng Vị mình cảm giác hoie mặn, nhưng cũng không đến nổi.",1,1
đồ uống chất lượng Đồ uống không có gì đặc sắc cả.,1,1
đồ uống chất lượng 70K cốc trà sữa cũng đáng.,2,2
đồ uống giá tiền 70K cốc trà sữa cũng đáng.,1,1
"đồ uống chất lượng 2 món này mình đều uống qua rồi, vẫn là ưng trà xoài nhất, thơm mùi xoài, chua chua ngọt ngọt khá thú vị 😉😉😉.",2,2
đồ uống giá tiền Lần này mình uống thử gongcha trà xanh đào( kêu thêm kem sữa và trân châu trắng) tổng cộng là 66k.,1,1
đồ uống loại Lần này mình uống thử gongcha trà xanh đào( kêu thêm kem sữa và trân châu trắng) tổng cộng là 66k.,1,1
"thức ăn giá tiền Canh rau thì 100k 1 bát cũng chả có gì đặc biệt, thậm chí còn chả ngon !",1,1
"thức ăn chất lượng Canh rau thì 100k 1 bát cũng chả có gì đặc biệt, thậm chí còn chả ngon !",0,2
nhà hàng tổng quát Nói chung là rất hài lòng và chắc chắn sẽ quay lại.,2,2
thức ăn loại 😁 Mình kêu bánh toast sữa hạnh nhân với toast bánh sữa thái.,1,1
"thức ăn chất lượng Khoai tây nướng thì không ngon, chiên tàm tạm.",1,1
"đồ uống chất lượng Nước quýt thơm nhưng ngọt qtqđ, ngọt đường khé cổ luôn.",0,2
đồ uống chất lượng Cheese ổn nhưng cũng kphai là ngon.,1,2
thức ăn loại Mỗi cái k có phomai ạ.,0,1
"đồ uống loại Đồ uống ở đây đa dạng, giá hợp lí.",2,2
"đồ uống giá tiền Đồ uống ở đây đa dạng, giá hợp lí.",2,2
nhà hàng tổng quát Tình hình là đã ủng hộ quán.,2,2
"đồ uống chất lượng Cốc của mình là dâu nam mỹ nhưng mình thích vị của cam đào chanh tươi hơn, có lẽ vì là vị trà xanh chăng 😕.",1,2
thức ăn giá tiền 15k một tô cháo là no tới trưa luôn.,1,1
thức ăn loại 15k một tô cháo là no tới trưa luôn.,2,2
thức ăn chất lượng Topping beef với video quay cảnh cắt thịt và ăn siêu ngon luôn nè mọi người.,2,2
nhà hàng điều khoản khác Ăn buffet thì giữ xe free :)))).,2,2
thức ăn chất lượng Đặc biệt mùi trứng thơm lắm luôn í.,2,2
phục vụ tổng quát Được cái chú bảo vệ dễ thương và nhiệt tình.,2,2
nhà hàng giá tiền Giá cả sinh viên phải chăng không bàn tới.,2,2
phục vụ tổng quát Nhân viên phục vụ nhiệt tình đáng yêu.,2,2
thức ăn chất lượng Cháo lòng thì ở đây là số 1.,2,2
"không gian tổng quát ☘Không gian:Quán có cả ở trong nhà và ở ngoài vỉa hè, thường thì khách hay ngồi ở ngoài vỉa hè hơn, hết chỗ thì mới vào nhà thôi vì trong nhà hơi bí bách 😒.",1,1
không gian tổng quát Quán nước mà dùng tông này thấy k hợp lắm :)).,1,1
"thức ăn chất lượng Tới quán mình thấy nên thử bánh lọc nha, có điều nước mắm không ngon.",0,1
thức ăn loại Ở đây có rất nhiều combo luôn nha.,2,2
"không gian tổng quát Không gian rộng, nhưng món ăn chưa phong phú lắm.",2,2
"thức ăn loại Không gian rộng, nhưng món ăn chưa phong phú lắm.",1,1
"thức ăn loại Cream brulee mịn, béo, thơm.",2,2
"thức ăn chất lượng Cream brulee mịn, béo, thơm.",2,2
"thức ăn loại Hai ng dx một đĩa cá như ảnh, tưởng ít nhưng k hề nhé, cá rán dòn chấm cùng nc chấm cực ngon, hết thì lại xin thêm chứ k dc hai ng lấy hai bát đâu vì chi ban hàng kêu lãng phí.",2,0
"thức ăn chất lượng Hai ng dx một đĩa cá như ảnh, tưởng ít nhưng k hề nhé, cá rán dòn chấm cùng nc chấm cực ngon, hết thì lại xin thêm chứ k dc hai ng lấy hai bát đâu vì chi ban hàng kêu lãng phí.",2,2
"nhà hàng giá tiền Giá cả cũng bình thường, nhưng mà mình bị choáng vì chai nước khoáng Aqua 500ml được tính giá 26 k / chai.",1,1
"đồ uống giá tiền Giá cả cũng bình thường, nhưng mà mình bị choáng vì chai nước khoáng Aqua 500ml được tính giá 26 k / chai.",0,1
thức ăn loại Trứng muối ăn quả thì to xong mềm mịn nữa ăn rất khoái.,2,2
thức ăn chất lượng Trứng muối ăn quả thì to xong mềm mịn nữa ăn rất khoái.,2,2
nhà hàng điều khoản khác Mới tới lúc khai trương đợi 1 tiếng để mua ly trà sữa giảm 50 %.,2,2
"thức ăn loại Thứ nhất là thiếu hành vòng chiên, thứ 2 là salad kia là cái quái gì vậy quên mất sốt của mình rồi nhé !",0,1
"phục vụ tổng quát - Nhân viên nữ lễ phép, dễ thương.",2,2
"đồ uống loại Mình gọi chanh ai yu và trân châu trắng, đã gọi sugar 0 % mà sao vẫn còn ngọt luôn chs :)).",1,1
"đồ uống chất lượng Mình gọi chanh ai yu và trân châu trắng, đã gọi sugar 0 % mà sao vẫn còn ngọt luôn chs :)).",1,2
nhà hàng tổng quát Ở đây ngay tầng một vào là thấy rồi các bạn có thể mua xong rồi đem về rất tiện.,2,2
"phục vụ tổng quát Nhân viên thân thiện, nhanh nhẹn lắm nha.",2,2
"vị trí tổng quát Quán gỏi gà vịt này nằm gần ngay đầu con hẻm 606 luôn, địa chỉ cũng khá đẹp 606/6 :)))).",1,1
nhà hàng điều khoản khác Sau đó thấy mang ra 1 đĩa ghẹ 6 con của nha hàng tặng.,2,1
"thức ăn chất lượng Ăn rất nhiều lần và nhiều năm ở đây, cực thích vì lí do nước chấm ngon, giá cả mềm và thức ăn ổn.",2,2
"nhà hàng giá tiền Ăn rất nhiều lần và nhiều năm ở đây, cực thích vì lí do nước chấm ngon, giá cả mềm và thức ăn ổn.",2,2
thức ăn loại Mình gọi nước lẩu kim chi pha lẫn lẩu nấm.,1,1
"thức ăn giá tiền Chè kia thì khoảng 15-20 k, còn đồ ăn vătj thì dao động khoảng 5 k / cái.",1,1
thức ăn giá tiền - Mình vẫn gọi khẩu phần vừa rẻ vừa ngon mình hay ăn là Topping Blade kèm sốt rượu vang làm tái.,2,1
thức ăn chất lượng - Mình vẫn gọi khẩu phần vừa rẻ vừa ngon mình hay ăn là Topping Blade kèm sốt rượu vang làm tái.,2,2
"không gian tổng quát Chi nhánh khai trương chưa lâu nên không gian phải nói là hiện đại, sạch sẽ và mới mẻ.",2,2
phục vụ tổng quát Ngoài chị ấy ra mọi người đều khá niềm nở và thân thiện😘.,2,2
"nhà hàng tổng quát Vì những lí do đó nên rất nhiều nhóm, công ty, lớp học hay chọn nơi đây để tổ chức liên hoan.",2,2
thức ăn chất lượng Còn nước dùng thì vẫn ngon như ngày trước.,2,2
thức ăn chất lượng Nhưng mà vẫn ngon nhé.,2,2
vị trí tổng quát Giá cả cũg vừa với chất lượg và vị trí ở trug tâm.,2,1
nhà hàng giá tiền Giá cả cũg vừa với chất lượg và vị trí ở trug tâm.,2,1
đồ uống chất lượng - Trà hoa hồng machiato của đen đá thì bạn mình nx là uống ngon riêng mình thấy bt giống hồng trà milk foam thôi.,1,2
"nhà hàng điều khoản khác Có điều không gian ở đây hơi ồn ào, gửi xe phải đi bộ một khoảng.",0,0
"không gian tổng quát Có điều không gian ở đây hơi ồn ào, gửi xe phải đi bộ một khoảng.",0,0
thức ăn chất lượng Ăn cho biết thôi chứ ko hợp khẩu vị của mình lắm.,1,1
phục vụ tổng quát Mấy a giữ xe cũng nhiệt tình dễ thương nữa.,2,2
"thức ăn loại Tổng quan thấy các món ăn đều ngon như nhau, thịt bò mềm, vị cũng vừa ăn, salad có sốt béo, ăn kèm thịt bò rất ngon, cá ba sa và mực chiên giòn có sốt riêng chấm ăn cũng ngon lắm.",1,1
"thức ăn chất lượng Tổng quan thấy các món ăn đều ngon như nhau, thịt bò mềm, vị cũng vừa ăn, salad có sốt béo, ăn kèm thịt bò rất ngon, cá ba sa và mực chiên giòn có sốt riêng chấm ăn cũng ngon lắm.",2,2
thức ăn chất lượng Khi gọi món thì sẽ mất chút thời gian nhưng bù lại các món ăn đều nóng hổi.,2,2
phục vụ tổng quát Khi gọi món thì sẽ mất chút thời gian nhưng bù lại các món ăn đều nóng hổi.,0,0
vị trí tổng quát Ngay góc đường nên khá dễ tìm.,2,2
vị trí tổng quát Quán nằm bên cạnh Toà soạn báo Tuổi trẻ trên đường Trần Phú.,1,1
"thức ăn loại Cải nhiều, có gan, thịt, và1 miếng bong bóng cá.",2,2
"thức ăn loại Nhân đa phần là nấm hương cắt lát, có lòng đỏ trứng muối nhưng ít và thịt cắt nhỏ.",0,0
nhà hàng tổng quát Cơ mà ngon lắm nên cx chấp nhận đc.,2,2
không gian tổng quát Với không gian bên trong quán thật sang trọng và đẹp lắm luôn.,2,2
nhà hàng tổng quát Mình đã từng đi ăn buffet nhìu rùi nhưng Dìn ký ở đây là thấy thích nhất.,2,2
"thức ăn chất lượng Phần sốt cũng ngon, ngậy ngậy mặn mặn.",2,2
thức ăn chất lượng Ăn không cũng thấy ngon.,2,0
"đồ uống loại Mình uống ly trà sữa trân châu đen thêm pudding, trà sữa thơm, vị trà đặc trưng không xen lẫn chỗ nào được, trân châu dai dai ngon ngon, pudding cũng ngon lắm ❤.",1,1
"đồ uống chất lượng Mình uống ly trà sữa trân châu đen thêm pudding, trà sữa thơm, vị trà đặc trưng không xen lẫn chỗ nào được, trân châu dai dai ngon ngon, pudding cũng ngon lắm ❤.",2,2
"phục vụ tổng quát Dịch vụ:đi ngay ngày đầu năm nên nhân viên khá đông, phục vụ tốt, ra vào đều chào khách to rõ ràng.",2,2
không gian tổng quát Không gian:vỉa hè ở đây chà bá nên rộng rãi thoáng mát.,2,2
nhà hàng tổng quát Nói chung rất thích !,2,2
"thức ăn loại - Menu đa dạng nhiều món ăn, đồ uống hay các món bánh tráng miệng.",2,2
"đồ uống loại - Menu đa dạng nhiều món ăn, đồ uống hay các món bánh tráng miệng.",2,2
đồ uống chất lượng Hnay uống thử trà đào mà ôi trời ơi nó dở kinh khủng 😢😢😢 đắng nghét khó uống lắm :((.,0,0
"vị trí tổng quát Vị trí:gần khu vực trung tâm, đối diện có bệnh viện lớn.",1,2
"thức ăn chất lượng Nước lẩu cực kì chán, không ra một vị gì cả, nhạt toẹt luôn.",0,0
