text,polarity
Các kiểu lẩu thái hay lẩu khác thì đậm đà hơn. thức ăn chất lượng,2
"Phá lấu chén ăn ok nước cũng k đặc biệt lắm, phá lấu chiên ăn ngon hơn. thức ăn chất lượng",2
"Phá lấu chén ăn ok nước cũng k đặc biệt lắm, phá lấu chiên ăn ngon hơn. thức ăn loại",1
Thôi kệ mà bù lại ts ngon lắm lắm 😁. đồ uống chất lượng,2
"Tiếp đến là em Flower Ice, em này cũng có trân châu trắng nhưng đi kèm là một lát cam thay vì hoa. đồ uống loại",1
"1 cốc bé như cốc trà mà tận 55k ấy, và cho cả gói đường vào vẫn thấy đắng. đồ uống giá tiền",0
"1 cốc bé như cốc trà mà tận 55k ấy, và cho cả gói đường vào vẫn thấy đắng. đồ uống chất lượng",0
Mà trong tháng vừa qua uống mấy lần có cảm giác chất lượng giảm hẳn. đồ uống chất lượng,0
"Nhân viên thân thiện, làm việc chuyên nghiệp. phục vụ tổng quát",2
"Cái mình k vui nhất là khi mình order đại dương trên cạn, bạn phục vụ bảo đã hết. thức ăn loại",0
Có điều chắc mình chỉ ăn thử cho biết thôi chứ cũng không ghé lại. nhà hàng tổng quát,0
Cá nhân mình thích em này hơn Ice vì nó vừa ngọt vừa chua vừa đủ còn F.Ice thì chua nhiều hơn. đồ uống chất lượng,2
"Mình đi gọi một trà xanh váng sữa( macchiato), một sữa trân châu đường thắng( tên đại loại là như vậy) thấy uống cũng khá ok. đồ uống chất lượng",2
"Mình đi gọi một trà xanh váng sữa( macchiato), một sữa trân châu đường thắng( tên đại loại là như vậy) thấy uống cũng khá ok. đồ uống loại",1
Quán có các bạn bảo vệ dắt xe đi gửi hộ mình chứ không được để ngay trước cửa. phục vụ tổng quát,2
"🎀 ' SÒ ĐIỆP NƯỚNG MỠ HÀNHM, 40 K / 1 DĨA '. thức ăn giá tiền",1
Ko gian quán trang trí kiểu bui bụi ngầu ngầu. không gian tổng quát,2
✅Cơm trộn bò theo mình thì có vẻ ngọt quá. thức ăn chất lượng,0
Nhìn chung thì menu quán cũng đa dạng đồ ăn đồ uống lắm nhé 👍. thức ăn loại,2
Nhìn chung thì menu quán cũng đa dạng đồ ăn đồ uống lắm nhé 👍. đồ uống loại,2
"Nhân viên nice, ạn cần, tuy quán nhỏ tí xíu, bàn cỡ 12-15 ngồi là full. phục vụ tổng quát",2
"Nhân viên nice, ạn cần, tuy quán nhỏ tí xíu, bàn cỡ 12-15 ngồi là full. không gian tổng quát",0
Đây là trà ô long gongcha. đồ uống loại,1
Do hay làm bánh nên cá nhân mình thấy cốt brownie khô. thức ăn chất lượng,0
Tuy đông nhưng nhân viên làm khá nhanh nên mình không phải đợi lâu lắm( thích điểm này). phục vụ tổng quát,2
"Nhân viên phục vụ nhanh, hết đồ ăn là lại thêm vào. phục vụ tổng quát",2
Mình thấy trà sữa của Phúc Long cũng được. đồ uống chất lượng,1
Ngoài ra mấy món khác uống cũng thấy ngon lắm luôn. đồ uống chất lượng,2
Lần đầu mình đến quán là ưng ngay cách trang trí cũng như gọi món của quán. nhà hàng tổng quát,2
Thức uống:chuyên cà phê của Nét Việt. đồ uống loại,2
Nếu có dịp sẽ quay lại thử món khác vào lúc vắng khách hơn ^ ^. nhà hàng tổng quát,2
"Khách phản ưng thi mơi thối lại tiền, quán này bán theo xe và quần áo người ăn hay sao ấy, xe tay ga thì phục vụ mau, ngưoif đi xe thường thì phục vụ lâu. phục vụ tổng quát",0
Ăn ngắc ngứ mãi mới hết 😂. thức ăn loại,2
Ủa bạn nhân viên thất tình hay sao mà đối xử với khách hằng học vậy. phục vụ tổng quát,0
"* Không gian:đông người nên khá nóng, bên ngoài nhìn nhỏ vầy chứ lúc nào cũng đông nghịt người @ @ ấy thế mà sức chứa cũng chả là bao (Mình toàn mua xách đi qua Bitexco lên khu food court ngồi thôi) 😄 không gian tổng quát",0
bình dễ thương lắm. nhà hàng điều khoản khác,2
Điểm trừ có vẻ là quán khá ít nhân viên nên muốn gọi gì cũng hơi bất tiện. phục vụ tổng quát,0
"Kem với đào ngon, béo béo. thức ăn loại",1
"Kem với đào ngon, béo béo. thức ăn chất lượng",2
"Vô ngồi ko 1 ai đến hỏi hay order, ng vô sau thì đc order trước. phục vụ tổng quát",0
Lần đầu ăn bánh ở Le Castella ở Nguyễn Tri Phương. vị trí tổng quát,1
Mỳ Cay ngon nhưng mỗi tội gọi đồ uống thì gần ăn hết mì và giục lần thứ 2 nhân viên mới mang ra. thức ăn chất lượng,2
Mỳ Cay ngon nhưng mỗi tội gọi đồ uống thì gần ăn hết mì và giục lần thứ 2 nhân viên mới mang ra. phục vụ tổng quát,0
"Diện tích rộng, mấy containers xếp lại thành khu vực bàn trong nhà, dưới hiên, còn khu vực ngoài trời là chỗ vui chơi, Chủ yếu là cho trẻ em. không gian tổng quát",2
Từ hôm ăn ở lẩu phan bảo bò mà toàn lợn thì cạch mặt Phan Con. nhà hàng tổng quát,0
"Nhân viên ở đây chắc cũng tuỳ lúc, mấy lúc mình tới thì thấy mọi người khá thân thiện dù để xe hơi cực và tốn 3k cho mỗi chiếc. phục vụ tổng quát",2
"Nhân viên ở đây chắc cũng tuỳ lúc, mấy lúc mình tới thì thấy mọi người khá thân thiện dù để xe hơi cực và tốn 3k cho mỗi chiếc. nhà hàng điều khoản khác",0
"Thể loại:nhà hàng, quán ăn HQ, hẹn hò, gia đình. nhà hàng tổng quát",1
"Phần nc ngon, khá ngọt, uống gắt cổ luôn. đồ uống chất lượng",2
Vào quán gặp bạn nhân viên quen nên thái độ phục vụ thấy có vẻ ổn hơn những lần trước đến 😂😂😂. phục vụ tổng quát,2
"Chi nhánh bên Hai Bà Trưng mình lại không thích lắm do nhìn hơi tối và dơ, phục vụ cũng không thích như bên Hàm Nghi. không gian tổng quát",0
"Chi nhánh bên Hai Bà Trưng mình lại không thích lắm do nhìn hơi tối và dơ, phục vụ cũng không thích như bên Hàm Nghi. phục vụ tổng quát",0
Yêu cái đá bào siro đa sắc của Circle K lắm. đồ uống loại,2
"Đồ ăn trên băng chuyền hải sản nhiều hơn nhưng cũng vắng vài món như sò điệp, có thêm tim nữa ăn cũng ngon lắm. thức ăn loại",1
"Đồ ăn trên băng chuyền hải sản nhiều hơn nhưng cũng vắng vài món như sò điệp, có thêm tim nữa ăn cũng ngon lắm. thức ăn chất lượng",2
wtf mình phải trả 5% service fee thì phải. nhà hàng điều khoản khác,0
"Quán khá đông, nhưng nhân viên rất nhiệt tình và chu đáo. nhà hàng tổng quát",1
"Quán khá đông, nhưng nhân viên rất nhiệt tình và chu đáo. phục vụ tổng quát",2
"Trà sữa Hokkaido uống khá được, vị như sữa cafe, trân châu trắng ngon. đồ uống chất lượng",2
"Trà sữa Hokkaido uống khá được, vị như sữa cafe, trân châu trắng ngon. đồ uống loại",1
"Mình vào tầm 1h30, vẫn còn khá đông khách, phải lên tận tầng 3 ngồi. nhà hàng tổng quát",1
Chỉ nói thêm là vì đây là quán ở quận 1 nên khá đông. nhà hàng tổng quát,1
Chỉ nói thêm là vì đây là quán ở quận 1 nên khá đông. vị trí tổng quát,1
•Bánh bao xốp và nhân đầy ắp thịt đậm đà. thức ăn loại,2
•Bánh bao xốp và nhân đầy ắp thịt đậm đà. thức ăn chất lượng,2
"Calamari:mực dòn dai, phủ lớp bột giòn rụm, ăn kèm sốt mayonais. thức ăn loại",1
"Calamari:mực dòn dai, phủ lớp bột giòn rụm, ăn kèm sốt mayonais. thức ăn chất lượng",2
"Bánh toast thái cũng vừa miệng mặc dù không thích trà thái nhưng mà thấy cũng không quá ngọt, vừa miệng, bánh gìon ngon. thức ăn chất lượng",2
Nói chung là buffet trưa nên món ăn không được phong phú cho lắm. thức ăn loại,0
Bánh mì ngon đáng đồng tiền bát gạo. thức ăn chất lượng,2
"Mình gọi Oolong macchitao đá xay với món jasmine almond đá viên, món đá xay vị hơi lạ, hơi ngán. đồ uống loại",1
"Mình gọi Oolong macchitao đá xay với món jasmine almond đá viên, món đá xay vị hơi lạ, hơi ngán. đồ uống chất lượng",0
"Lúc trc mình uống thấy gongcha chổ này rất ok, chỉ mỗi tội đông quá phải xếp hàng r tận vỉa hè. nhà hàng tổng quát",2
"Wasabi gói thì cay cực, nhưng nên thử vì cảm giác ăn wasabi sộc lên mũi phê lắm 🤣. thức ăn chất lượng",2
Nhưng mình lại không thích về phần bánh một chút( bánh cà rốt) chắc vì bánh có vị hơi lạ. thức ăn chất lượng,0
Salad thì tươi ngon. thức ăn chất lượng,2
"Đồ ăn ngon, không gian quán đẹp nhưng nhân viên cố tình tính sai tiền thì không chấp nhận được. thức ăn chất lượng",2
"Đồ ăn ngon, không gian quán đẹp nhưng nhân viên cố tình tính sai tiền thì không chấp nhận được. không gian tổng quát",2
"Đồ ăn ngon, không gian quán đẹp nhưng nhân viên cố tình tính sai tiền thì không chấp nhận được. phục vụ tổng quát",0
- Quân đa dạng bán rất nhiều món. thức ăn loại,2
- Mình mua hôm có chương trình khuyến mãi free upsize quất luôn ly hồng trà sữa size L to và nhiều uống cho đã. đồ uống loại,2
- Mình mua hôm có chương trình khuyến mãi free upsize quất luôn ly hồng trà sữa size L to và nhiều uống cho đã. nhà hàng điều khoản khác,2
"Gửi xe free nha, có cảm giác nhân viên ở đen đá đa số mọi chi nhánh đều hơi kiêu hoặc là tuỳ tâm trạng nhân viên hên xui. phục vụ tổng quát",0
"Gửi xe free nha, có cảm giác nhân viên ở đen đá đa số mọi chi nhánh đều hơi kiêu hoặc là tuỳ tâm trạng nhân viên hên xui. nhà hàng điều khoản khác",2
Ăn cơm xong anh tráng miệng món này hết sảy. thức ăn chất lượng,2
Giá hơi chát chút nhưg đáng thử. nhà hàng giá tiền,0
"Bánh toast có hơi chút ngọt, nhưng vẫn rất ngon 😋. thức ăn chất lượng",2
Không gian:Mình đánh giá quá rất chất. không gian tổng quát,2
Cơ mùi trà ko sắc sảo lắm. đồ uống chất lượng,1
"Gọi combo Pepperonis gồm có 1 sườn, pizza, khoai tây, bánh mỳ bơ và cánh gà chiên. thức ăn loại",1
"Cơm gà xiên tương đối, xiên thịt hơi ít :)). thức ăn loại",0
Mình đi 2 ng ăn phần này với 1 ổ bánh mì với 2 li trà đá thì hết 190k mỗi ng 95k ăn đã dễ sợ hihi. thức ăn giá tiền,1
Mình đi 2 ng ăn phần này với 1 ổ bánh mì với 2 li trà đá thì hết 190k mỗi ng 95k ăn đã dễ sợ hihi. thức ăn chất lượng,2
"Hôm bữa mình có thử toast phô mai trứng muối, thấy ai cũng khen ngon mà sao mình w bạn mình ăn thấy khô và ngán kinh khủng lun, phải bỏ 1 nữa vì ko ăn nổi nữa cơ 😢😖. thức ăn chất lượng",0
👉 Calamari 45k:Mực chiên giòn với sốt tartar và kèm salad. thức ăn giá tiền,1
👉 Calamari 45k:Mực chiên giòn với sốt tartar và kèm salad. thức ăn loại,1
👉 Calamari 45k:Mực chiên giòn với sốt tartar và kèm salad. thức ăn chất lượng,2
Ở đây bảo vệ nhiệt tình dắt xe giúp lắm. phục vụ tổng quát,2
Chả trứng là thất bại của dĩa cơm tấm. thức ăn chất lượng,0
Đồ nhúng vẫn khá đa dạng đủ bò tôm mực bạch tuộc há cảo xúc xích. thức ăn loại,2
"Nay mình đi ăn Sasin lại thật sự thất vọng, phục vụ quá tệ không còn như trước nữa. phục vụ tổng quát",0
"Không gian thoáng, chất. không gian tổng quát",2
"Phục vụ:nhanh nhẹn, khi mình tới quán, trong quán điều hoà lạnh ngắt, quạt gió thốc vào gáy. phục vụ tổng quát",2
"Phục vụ:nhanh nhẹn, khi mình tới quán, trong quán điều hoà lạnh ngắt, quạt gió thốc vào gáy. nhà hàng điều khoản khác",0
"Giá cả:nếu chỉ là hảo hảo thì 8k là hơi chát, thêm trứng là 13k thì phải, tạm chấp nhận được. thức ăn giá tiền",1
Gà:gà cay đúng thật là có vị cay ! thức ăn chất lượng,2
Không gian chật chội ko sạch sẽ. không gian tổng quát,0
"Không gian khoáng đãng rộng rãi( lúc nào quán cũng đông khách, cho nên chụp hình ko đc). nhà hàng tổng quát",0
"Không gian khoáng đãng rộng rãi( lúc nào quán cũng đông khách, cho nên chụp hình ko đc). không gian tổng quát",2
Bạn mình thì gọi phô mai đá xay việt quất còn mình gọi 1 ly trà xoài cho chị mình vs 1 ly giống nhỏ bạn mình cho mình luôn. đồ uống loại,1
Điểm trừ:chuẩn bị đồ ăn hơi lâu. phục vụ tổng quát,0
Nhưng gặp 1 bạn phục vụ nữ với cách nói chuyện hơi lấn át khách hàng và ko friendly. phục vụ tổng quát,0
"Nhân kem thì matcha hay yogurt đều ngon, rất rõ vị,,,< 3. thức ăn chất lượng",2
"Menu cực kì đa dạng nên chẳng biết nên uống gì, nước rất ngọt nên không chọn nhiều đường cũng đừng chọn 30 % lạt lắm. đồ uống loại",2
"Menu cực kì đa dạng nên chẳng biết nên uống gì, nước rất ngọt nên không chọn nhiều đường cũng đừng chọn 30 % lạt lắm. đồ uống chất lượng",2
"Mình ăn phần 40k 17 viên, có phần 30k và 50k nữa nha. thức ăn giá tiền",1
"Mình ăn phần 40k 17 viên, có phần 30k và 50k nữa nha. thức ăn loại",1
Chân gà cũng rất ngon. thức ăn chất lượng,2
"Còn phần bánh các loại thì trang trí đẹp mắt, ngon và chất lượng vs lại nên mua phần lớn thì tiện lợi rẻ hơn khi mua phần nhỏ. thức ăn loại",2
"Còn phần bánh các loại thì trang trí đẹp mắt, ngon và chất lượng vs lại nên mua phần lớn thì tiện lợi rẻ hơn khi mua phần nhỏ. thức ăn chất lượng",2
"Còn phần bánh các loại thì trang trí đẹp mắt, ngon và chất lượng vs lại nên mua phần lớn thì tiện lợi rẻ hơn khi mua phần nhỏ. thức ăn giá tiền",1
"Buổi trưa vắng thì ok nhưng buổi tối nếu đông khách thì cực kì ồn ào vì phòng nhỏ và dội âm lắm, có khi làm mất cả hứng thưởng thức món ăn kiểu âu. không gian tổng quát",0
Bố trí ko gian sang chảnh. không gian tổng quát,2
"Sườn non mềm, róc thịt và ngấm sốt lắm. thức ăn chất lượng",2
Lên rừng ăn cá chuối hấp các bạn ạ món này ở đây làm đỉnh lắm. thức ăn chất lượng,2
Giá cũng cao nữa 😭. nhà hàng giá tiền,0
Dạo gần đây không biết thay đầu bếp hay sao mà gọi ra không thể ăn nổi. thức ăn chất lượng,0
Chỗ này khá là xa trung tâm luôn ạ. vị trí tổng quát,0
Giá thì tương đối cao vì đồ hải sản. nhà hàng giá tiền,0
Không gian cũng khá nhỏ hẹp. không gian tổng quát,0
Ăn xong phải hơn 300k 1 người vì buffet ăn tối là 269k 1 người. thức ăn giá tiền,1
Ăn xong phải hơn 300k 1 người vì buffet ăn tối là 269k 1 người. nhà hàng giá tiền,1
"Quán bán nhiều loại món ăn như hủ tiếu nam vang, hủ tiếu bò viên, tái, hủ tiếu khô, bánh xèo, cơm chiên dương châu, cơm bò lúc lắc, cơm đùi gà, hủ tiếu xào, mì xào dòn, cháo cá lóc, súp lẩu. thức ăn loại",2
Bò né 3 ngon thì hình như đã khá quen thuộc với nhiều người rồi. nhà hàng tổng quát,2
Chẳng hiểu quản lý đâu mà khách cm góp ý nhân viên hàng tá thế kia mà vẫn im ỉm. phục vụ tổng quát,0
Không gian nhìn từ ngoài vào khá là hoành tráng và ấm cúng. không gian tổng quát,2
Thiệt sự món này ngon lắm luôn. thức ăn chất lượng,2
"Từ 69k đến 100k mà set nào cũng đủ món chính, món ăn kèm hoặc canh tomyum, chè tráng miệng và free coca :)) ôi quá rẻ ấy mà cực ngon nha. thức ăn giá tiền",2
"Từ 69k đến 100k mà set nào cũng đủ món chính, món ăn kèm hoặc canh tomyum, chè tráng miệng và free coca :)) ôi quá rẻ ấy mà cực ngon nha. thức ăn chất lượng",2
"Từ 69k đến 100k mà set nào cũng đủ món chính, món ăn kèm hoặc canh tomyum, chè tráng miệng và free coca :)) ôi quá rẻ ấy mà cực ngon nha. thức ăn loại",2
"Quán hơi hẹp, nhân viên ko đc thân thiện cho lắm, phục vụ chậm. phục vụ tổng quát",0
"Quán hơi hẹp, nhân viên ko đc thân thiện cho lắm, phục vụ chậm. không gian tổng quát",0
"Khoai tây chiên ngon, giòn, không bị xác khoai. thức ăn chất lượng",2
"Nghĩ là xui nên vài ngày sau mình order lại thì tình trạng còn tệ hơn cũ, bánh bị nướng chín đến nỗi bề mặt ở trên phồng cứng ngắc luôn, bỏ gần 100k cho một cái bánh như vậy thật là thất vọng ! thức ăn chất lượng",0
"Nghĩ là xui nên vài ngày sau mình order lại thì tình trạng còn tệ hơn cũ, bánh bị nướng chín đến nỗi bề mặt ở trên phồng cứng ngắc luôn, bỏ gần 100k cho một cái bánh như vậy thật là thất vọng ! thức ăn giá tiền",1
Kế bên là Cà phê Đen Đá Phan Xích Long. vị trí tổng quát,1
"Hôm thứ 5 vừa rồi bên Delivery giảm đồng 30 % cho tất cả các quán nên hí ha hí hửng rủ mọi người đặt Gongcha uống vì lâu giờ chưa uống Gongcha, vị vẫn như xưa, không thay đổi, chỉ một từ đó là ngon ' xức xắc '. nhà hàng điều khoản khác",2
"Hôm thứ 5 vừa rồi bên Delivery giảm đồng 30 % cho tất cả các quán nên hí ha hí hửng rủ mọi người đặt Gongcha uống vì lâu giờ chưa uống Gongcha, vị vẫn như xưa, không thay đổi, chỉ một từ đó là ngon ' xức xắc '. đồ uống chất lượng",2
1 số hình minh hoạ bài trí món ăn đẹp. thức ăn loại,2
Nổi bật có món thịt xiên nướng ống tre khá lạ và độc đáo nè. thức ăn loại,2
"69 k / ly chưa vat nhưng khi đem ra thì chỉ toàn trà lipton, phía dưới đáy có ít siro đào thôi. đồ uống giá tiền",1
"69 k / ly chưa vat nhưng khi đem ra thì chỉ toàn trà lipton, phía dưới đáy có ít siro đào thôi. đồ uống loại",0
"Vị trí quá đẹp nhưng nếu đi xe máy hoặc xe hơi thì hơi bất tiện vì nằm ngay góc Lê Thánh Tôn với Thái Văn Lung, khoảng này đường nhỏ mà đông xe. vị trí tổng quát",2
"Ly to, uống xong no vật vã. đồ uống loại",2
Quán ko quá to nhưng theo mình thấy hình như đây là chi nhánh ok nhất mà hay hết bàn vì đông á. nhà hàng tổng quát,2
Quán ko quá to nhưng theo mình thấy hình như đây là chi nhánh ok nhất mà hay hết bàn vì đông á. không gian tổng quát,1
Nhạc thì phía trong toilet bật nhạc khác phía ngoài order bật nhạc khác nghe như đấm vào tai. nhà hàng điều khoản khác,0
"Giá thì cực mắc, với số tiền như vậy có thể ăn ở nơi khác rẻ và ngon hơn. nhà hàng giá tiền",0
"Nhân viên:hầu hết là nhân viên nữ, sáng sủa, ổn. phục vụ tổng quát",2
"- Không gian:hơi bị dễ thương, khá là rộng và đẹp( theo kiểu phương Tây), tông màu hồng trắng nhẹ nhàng. không gian tổng quát",2
"🚩 CHẤT LƯỢNG:ổn chứ không xuất sắc, nồi lẩu đúng là to thật, nhìn cũng rất hoành tráng nhưng thật ra cũng không nhiều đồ ăn vì chủ yếu trưng trên mặt hết rồi và nồi lẩu khá cạn, đáy không sâu. thức ăn loại",1
"🚩 CHẤT LƯỢNG:ổn chứ không xuất sắc, nồi lẩu đúng là to thật, nhìn cũng rất hoành tráng nhưng thật ra cũng không nhiều đồ ăn vì chủ yếu trưng trên mặt hết rồi và nồi lẩu khá cạn, đáy không sâu. thức ăn chất lượng",1
"May mắn là các chi nhánh mình đi đều rất ok, bạn mình đi bên lbb chê quá trời. nhà hàng tổng quát",2
"Nếu ở q10, nên ghé đến 1 lần. vị trí tổng quát",1
"Ngon, nấm ăn với pizza hợp kinh khủng, thơm và mọng nước. thức ăn chất lượng",2
"Ngon, nấm ăn với pizza hợp kinh khủng, thơm và mọng nước. thức ăn loại",2
Không gian quán đơn giản nhưng vẫn phù hợp để hẹn hò. không gian tổng quát,2
Ăn vừa ngon vừa no. thức ăn chất lượng,2
Ăn vừa ngon vừa no. thức ăn loại,2
"Giá thì khoảng 35k đổ lên, hợp lí :). nhà hàng giá tiền",2
"Mình ăn ở quán từ hồi còn là 1 quán nhỏ xíu trên Lò Đúc, ngồi nép vào nhau với dãy bàn ghế con con và những vật dụng nhỏ xinh. không gian tổng quát",0
"Mình ăn ở quán từ hồi còn là 1 quán nhỏ xíu trên Lò Đúc, ngồi nép vào nhau với dãy bàn ghế con con và những vật dụng nhỏ xinh. nhà hàng điều khoản khác",2
"Mình ăn ở quán từ hồi còn là 1 quán nhỏ xíu trên Lò Đúc, ngồi nép vào nhau với dãy bàn ghế con con và những vật dụng nhỏ xinh. vị trí tổng quát",1
"Gọi thêm 2 ổ( 2 ổ đầu free vs 2 phần), free nước ngọt, salad( đĩa nhỏ). nhà hàng điều khoản khác",2
Xong là tới bò hầm tiêu xanh. thức ăn loại,1
MÌnh vẫn thích chi nhánh Phạm Viết Chánh nhất. nhà hàng tổng quát,2
Sushi rồng lửa nhìn trong menu rất hấp dẫn còn thực tế thì khiến mình hơi thất vọng chút. thức ăn loại,1
Nhìn chung đồ uống tươi và dễ uống. đồ uống chất lượng,2
"3k, chỗ gửi xe cách khoảng 50m. nhà hàng điều khoản khác",0
Thức uống:soda chanh hơi chua. đồ uống chất lượng,0
"Thái độ pv của nv rất tốt, thẳng thắng, nch rất dễ thương. phục vụ tổng quát",2
Mình đến đây để làm việc và đọc sách thì được bạn phục vụ recommend ngồi ở tầng trệt sẽ yên tĩnh hơn. không gian tổng quát,2
3 cốc gọi 100 % đường thì ngọt mình có thể bỏ qua chứ cốc xoài cheese 50 % đường mà như ngọt như siro vậy. đồ uống chất lượng,0
3 cốc gọi 100 % đường thì ngọt mình có thể bỏ qua chứ cốc xoài cheese 50 % đường mà như ngọt như siro vậy. đồ uống loại,1
Trà đá ở đây có bỏ thêm lá gì mà uống thơm thơm nè. đồ uống chất lượng,2
"❤ Đợt nọ bạn xíu có dịp đặt bánh ở đây, hơi bực cái khoản ship lâu xong có việc nên lại bị muộn mất thôiii, chứ thực sự bánh ở đây là 1 trong những hàng bánh mình thấy khá chất lượng 😊. nhà hàng tổng quát",2
"❤ Đợt nọ bạn xíu có dịp đặt bánh ở đây, hơi bực cái khoản ship lâu xong có việc nên lại bị muộn mất thôiii, chứ thực sự bánh ở đây là 1 trong những hàng bánh mình thấy khá chất lượng 😊. phục vụ tổng quát",0
"❤ Đợt nọ bạn xíu có dịp đặt bánh ở đây, hơi bực cái khoản ship lâu xong có việc nên lại bị muộn mất thôiii, chứ thực sự bánh ở đây là 1 trong những hàng bánh mình thấy khá chất lượng 😊. thức ăn chất lượng",2
"Cơm đựng trong hộp dễ thương lắm, nhưng cơm khá ít, miếng gà to nên bù lại ăn cũng no. nhà hàng điều khoản khác",2
"Cơm đựng trong hộp dễ thương lắm, nhưng cơm khá ít, miếng gà to nên bù lại ăn cũng no. thức ăn loại",1
"Nêm nếm rất vừa vị, vịt ngọt nước chấm đậm đà. thức ăn chất lượng",2
Cháo hành thì thơm và rõ vị hơn vì có hành khô. thức ăn loại,1
Cháo hành thì thơm và rõ vị hơn vì có hành khô. thức ăn chất lượng,2
"Với bánh này bạn í làm kiểu cuộn tròn giữa lớp cuộn là ruốc gà cay, khá ngon, khá lạ. thức ăn loại",2
"Với bánh này bạn í làm kiểu cuộn tròn giữa lớp cuộn là ruốc gà cay, khá ngon, khá lạ. thức ăn chất lượng",2
"Tụi mình đi 4 đứa thôi, nhưng vì muốn thử cả lẩu và nướng nên quất luôn 2 set nhỏ :))). thức ăn loại",1
"Nhắn tin:cho em 15 cốc và 2kg chè bưởi, > ship thành 15 cốc chè thập cẩm vì bảo em chỉ ord 2kg chè bưởi chứ có phải 15 cốc chè bưởi đâu( trong khi hoàn toàn ko nhắc gì đến chè thập cẩm). thức ăn loại",0
"Nhắn tin:cho em 15 cốc và 2kg chè bưởi, > ship thành 15 cốc chè thập cẩm vì bảo em chỉ ord 2kg chè bưởi chứ có phải 15 cốc chè bưởi đâu( trong khi hoàn toàn ko nhắc gì đến chè thập cẩm). phục vụ tổng quát",0
"Mình uống mãi mới hết, 1 ly 52k như vậy là quá okay luôn. đồ uống loại",2
"Mình uống mãi mới hết, 1 ly 52k như vậy là quá okay luôn. đồ uống giá tiền",2
"Pizza hơi ít nhân với hơi khô, bánh mì bơ tỏi thì mặn lè lè 😭. thức ăn loại",0
"Pizza hơi ít nhân với hơi khô, bánh mì bơ tỏi thì mặn lè lè 😭. thức ăn chất lượng",0
"- Hình như có 5 k / 1 c thôi, chỗ này là 20k nhaa 👌🏻. thức ăn giá tiền",1
"- Sushi:mình thấy giá vậy là rẻ, ăn cỡ 5,6 cái là ngán rồi( vì cơm làm mau no). thức ăn giá tiền",2
"☘Phục vụ:Nhân viên làm việc rất nhanh nhưng vẫn không thể nào kịp được, mình đến ăn thấy rán cá, bưng bún liên tục mà chờ mãi vẫn không đến phần mình. phục vụ tổng quát",2
"5 k / bánh mì bé bằng lòng bà, tay. thức ăn giá tiền",1
"5 k / bánh mì bé bằng lòng bà, tay. thức ăn loại",0
"Quán đông nên thành ra lộn xộn lắm luôn, đông quá nên quán xá cũng hơi không sạch cho lắm. nhà hàng tổng quát",0
Chất lượng:Cá thì mình thấy vẫn ổn chiên giòn đều nhưng mà về bát bún mình thấy chất lượng đi xuống hẳn nước cho nhiều mỳ chính và mỡ quá nên hơi ngấy. thức ăn chất lượng,1
Chỉ là mỗi lần gọi nước xong chờ đâu hơn 15p mới có nước. phục vụ tổng quát,0
Lẩu ăn vừa miệng nhưng hơi nhiều tóp mỡ nên bị ngậy. thức ăn chất lượng,1
Bạn nhân viên tiếp bàn mình giới thiệu đag chạy khuyến mãi thêm 20 / ng thành 349 sẽ được ăn thêm dẻ sườn bò mỹ. nhà hàng điều khoản khác,1
"ĐỒ lên khá nhanh, mất khoảng 10 p. phục vụ tổng quát",2
"Nhân viên dễ thương, mỗi tội lần mình tới có 1 bạn nhân viên bị vấp cầu thang xoay bị trượt chân hay sao ý. phục vụ tổng quát",2
"Đc cái đồ ăn tươi, chế biến ngon. thức ăn chất lượng",2
Latte đá uống bình thường. đồ uống chất lượng,1
"Mình có ăn bánh đùi gà, bánh ở đây to hơn các chỗ khác, mềm và dày bánh không bị mỏng dính như các chỗ khác. thức ăn loại",2
"Mình có ăn bánh đùi gà, bánh ở đây to hơn các chỗ khác, mềm và dày bánh không bị mỏng dính như các chỗ khác. thức ăn chất lượng",2
Nói về nước uống thì lại có 1 điểm trừ. đồ uống chất lượng,0
"Không gian nhìn từ ngoài vào thì bắt mắt, màu sắc dễ chịu. không gian tổng quát",2
Đã ăn ở đây nhiều lần và lần nào cũng rất hài lòng. nhà hàng tổng quát,2
"Mở ra thì gà vẫn còn nóng và giòn lắm, khoai tây chiên hơi xìu 1 tí nhưng vẫn ok. thức ăn chất lượng",2
"Giò bò được quảng cáo là làm từ 100 % thịt bò không pha tạp, ăn cũng thấy khác với giò bò ngoài hàng khác, thơm, vị vừa phải, mềm. thức ăn loại",2
"Giò bò được quảng cáo là làm từ 100 % thịt bò không pha tạp, ăn cũng thấy khác với giò bò ngoài hàng khác, thơm, vị vừa phải, mềm. thức ăn chất lượng",2
Nói chung đến cheese cứ kêu bánh là tuyệt vời. thức ăn chất lượng,2
"Mình ăn khá nhiều loại sốt:sốt rượu vang, sốt BBQ, sốt nấm, sốt yogurt, sốt trứng. thức ăn loại",1
Bên trong có hòn giả sơn và hồ cá đẹp mắt. nhà hàng tổng quát,2
"Không gian lớn, nhiều tầng lại sạch sẽ thoáng mát. không gian tổng quát",2
"Có điều mình k thích nhân viên ở đây, cả bảo vệ lẫn nhân viên phục vụ. phục vụ tổng quát",0
"Ngoài lề:SG có hàng vạn quán coffee, nhưng 1 quán có chất riêng rất đáng để mọi người tìm hiều. nhà hàng tổng quát",2
